,date,code,open,close,volume
109,2017-06-19,sz.300034,15.9100,16.3400,3353182
110,2017-06-20,sz.300034,16.3300,16.2100,2928855
111,2017-06-21,sz.300034,16.2300,16.3600,4659781
112,2017-06-22,sz.300034,16.2400,15.8800,4693832
113,2017-06-23,sz.300034,15.9900,15.8700,3504134
114,2017-06-26,sz.300034,15.8500,16.0600,2870216
115,2017-06-27,sz.300034,16.1300,15.9500,2730298
116,2017-06-28,sz.300034,15.8100,15.7500,2748728
117,2017-06-29,sz.300034,15.7400,16.0000,3460044
118,2017-06-30,sz.300034,15.9300,15.8100,2834257
119,2017-07-03,sz.300034,15.8300,16.2600,4615417
120,2017-07-04,sz.300034,16.1900,16.1800,3398329
121,2017-07-05,sz.300034,16.2000,16.4000,4867829
122,2017-07-06,sz.300034,16.4500,16.4600,4602204
123,2017-07-07,sz.300034,16.4400,16.7600,5977471
124,2017-07-10,sz.300034,16.7900,16.9800,8261784
125,2017-07-11,sz.300034,16.8300,16.4500,6091821
126,2017-07-12,sz.300034,16.4300,16.5300,4528078
127,2017-07-13,sz.300034,16.4500,16.8000,5566701
128,2017-07-14,sz.300034,16.8000,16.4300,3580744
129,2017-07-17,sz.300034,16.0900,14.7900,10311101
130,2017-07-18,sz.300034,14.6900,14.5700,5818162
131,2017-07-19,sz.300034,14.5000,14.7600,4303772
132,2017-07-20,sz.300034,14.6700,14.4800,5979011
133,2017-07-21,sz.300034,14.4500,14.5500,2837359
134,2017-07-24,sz.300034,14.6000,14.8800,4441110
135,2017-07-25,sz.300034,14.8500,14.9600,4895899
136,2017-07-26,sz.300034,15.0200,14.7700,4085805
137,2017-07-27,sz.300034,14.8300,15.3200,7403574
138,2017-07-28,sz.300034,15.3100,15.3000,4467844
139,2017-07-31,sz.300034,15.2500,15.3800,4527729
140,2017-08-01,sz.300034,15.2800,15.2000,3519401
141,2017-08-02,sz.300034,15.1500,14.8800,5218953
142,2017-08-03,sz.300034,14.7500,15.0700,3804646
143,2017-08-04,sz.300034,15.0700,15.9400,13270046
144,2017-08-07,sz.300034,15.8500,15.7800,7227240
145,2017-08-08,sz.300034,15.6800,16.1900,11997460
146,2017-08-09,sz.300034,16.1000,16.2000,7178588
147,2017-08-10,sz.300034,16.2000,16.6500,12220190
148,2017-08-11,sz.300034,16.5000,16.0500,10024124
149,2017-08-14,sz.300034,16.0500,16.0500,0
150,2017-08-15,sz.300034,16.0500,16.0500,0
151,2017-08-16,sz.300034,16.0500,16.0500,0
152,2017-08-17,sz.300034,16.0500,16.0500,0
153,2017-08-18,sz.300034,16.0500,16.0500,0
154,2017-08-21,sz.300034,16.0500,16.0500,0
155,2017-08-22,sz.300034,16.0500,16.0500,0
156,2017-08-23,sz.300034,16.0500,16.0500,0
157,2017-08-24,sz.300034,16.0500,16.0500,0
158,2017-08-25,sz.300034,16.0500,16.0500,0
159,2017-08-28,sz.300034,16.0500,16.0500,0
160,2017-08-29,sz.300034,16.0500,16.0500,0
161,2017-08-30,sz.300034,16.0500,16.0500,0
162,2017-08-31,sz.300034,16.0500,16.0500,0
163,2017-09-01,sz.300034,16.0500,16.0500,0
164,2017-09-04,sz.300034,16.0500,16.0500,0
165,2017-09-05,sz.300034,16.0500,16.0500,0
166,2017-09-06,sz.300034,16.0500,16.0500,0
167,2017-09-07,sz.300034,16.0500,16.0500,0
168,2017-09-08,sz.300034,16.0500,16.0500,0
169,2017-09-11,sz.300034,16.0500,16.0500,0
170,2017-09-12,sz.300034,16.0500,16.0500,0
171,2017-09-13,sz.300034,16.0500,16.0500,0
172,2017-09-14,sz.300034,16.0500,16.0500,0
173,2017-09-15,sz.300034,16.0500,16.0500,0
174,2017-09-18,sz.300034,16.0500,16.0500,0
175,2017-09-19,sz.300034,16.0500,16.0500,0
176,2017-09-20,sz.300034,16.0500,16.0500,0
177,2017-09-21,sz.300034,16.0500,16.0500,0
178,2017-09-22,sz.300034,16.0500,16.0500,0
179,2017-09-25,sz.300034,16.0500,16.0500,0
180,2017-09-26,sz.300034,16.0500,16.0500,0
181,2017-09-27,sz.300034,16.0500,16.0500,0
182,2017-09-28,sz.300034,16.0500,16.0500,0
183,2017-09-29,sz.300034,16.0500,16.0500,0
184,2017-10-09,sz.300034,16.0500,16.0500,0
185,2017-10-10,sz.300034,16.0500,16.0500,0
186,2017-10-11,sz.300034,16.0500,16.0500,0
187,2017-10-12,sz.300034,16.0500,16.0500,0
188,2017-10-13,sz.300034,16.0500,16.0500,0
189,2017-10-16,sz.300034,16.0500,16.0500,0
190,2017-10-17,sz.300034,16.0500,16.0500,0
191,2017-10-18,sz.300034,16.0500,16.0500,0
192,2017-10-19,sz.300034,16.0500,16.0500,0
193,2017-10-20,sz.300034,16.0500,16.0500,0
194,2017-10-23,sz.300034,16.0500,16.0500,0
195,2017-10-24,sz.300034,16.0500,16.0500,0
196,2017-10-25,sz.300034,16.0500,16.0500,0
197,2017-10-26,sz.300034,16.0500,16.0500,0
198,2017-10-27,sz.300034,16.0500,16.0500,0
199,2017-10-30,sz.300034,16.0500,16.0500,0
200,2017-10-31,sz.300034,16.0500,16.0500,0
201,2017-11-01,sz.300034,16.0500,16.0500,0
202,2017-11-02,sz.300034,16.0500,16.0500,0
203,2017-11-03,sz.300034,16.0500,16.0500,0
204,2017-11-06,sz.300034,16.0500,16.0500,0
205,2017-11-07,sz.300034,16.0500,16.0500,0
206,2017-11-08,sz.300034,16.0500,16.0500,0
207,2017-11-09,sz.300034,16.0500,16.0500,0
208,2017-11-10,sz.300034,16.0500,16.0500,0
209,2017-11-13,sz.300034,16.0500,16.0500,0
210,2017-11-14,sz.300034,16.0500,16.0500,0
211,2017-11-15,sz.300034,16.0500,16.0500,0
212,2017-11-16,sz.300034,16.0500,16.0500,0
213,2017-11-17,sz.300034,16.0500,16.0500,0
214,2017-11-20,sz.300034,16.0500,16.0500,0
215,2017-11-21,sz.300034,16.0500,16.0500,0
216,2017-11-22,sz.300034,16.0500,16.0500,0
217,2017-11-23,sz.300034,16.0500,16.0500,0
218,2017-11-24,sz.300034,16.0500,16.0500,0
219,2017-11-27,sz.300034,16.0500,16.0500,0
220,2017-11-28,sz.300034,16.0500,16.0500,0
221,2017-11-29,sz.300034,16.0500,16.0500,0
222,2017-11-30,sz.300034,16.0500,16.0500,0
223,2017-12-01,sz.300034,16.0500,16.0500,0
224,2017-12-04,sz.300034,16.0500,16.0500,0
225,2017-12-05,sz.300034,15.1000,14.4500,11215061
226,2017-12-06,sz.300034,13.5000,13.2400,14317449
227,2017-12-07,sz.300034,13.0100,13.2900,9770589
228,2017-12-08,sz.300034,13.1100,13.2300,5924566
229,2017-12-11,sz.300034,13.2000,13.1700,6113269
230,2017-12-12,sz.300034,13.1100,13.2700,5618629
231,2017-12-13,sz.300034,13.1800,13.2400,3545441
232,2017-12-14,sz.300034,13.1700,13.0000,4212809
233,2017-12-15,sz.300034,12.9700,12.6900,5730071
234,2017-12-18,sz.300034,12.6100,12.0900,7758381
235,2017-12-19,sz.300034,12.1700,12.1800,3214504
236,2017-12-20,sz.300034,12.1800,11.9500,3184087
237,2017-12-21,sz.300034,11.9500,11.8700,4746327
238,2017-12-22,sz.300034,11.8500,11.8600,2772544
239,2017-12-25,sz.300034,11.9700,11.9000,3240557
240,2017-12-26,sz.300034,11.9700,12.0000,2453218
241,2017-12-27,sz.300034,11.9400,11.9700,2442343
242,2017-12-28,sz.300034,11.9700,12.3800,7300754
243,2017-12-29,sz.300034,12.2600,12.3300,3666829
244,2018-01-02,sz.300034,12.2500,12.3800,2461663
245,2018-01-03,sz.300034,12.3200,12.5500,3591228
246,2018-01-04,sz.300034,12.6200,12.4100,2948771
247,2018-01-05,sz.300034,12.4900,12.3500,2346401
248,2018-01-08,sz.300034,12.3800,12.2400,2383721
249,2018-01-09,sz.300034,12.1800,12.2000,2982568
250,2018-01-10,sz.300034,12.2600,11.9100,3945256
251,2018-01-11,sz.300034,11.9500,12.1800,3376967
252,2018-01-12,sz.300034,12.1200,11.9600,2337241
253,2018-01-15,sz.300034,11.8000,11.1100,8519674
254,2018-01-16,sz.300034,11.1600,10.8400,5331587
255,2018-01-17,sz.300034,10.8600,11.1000,4607282
256,2018-01-18,sz.300034,11.1600,10.9000,3321406
257,2018-01-19,sz.300034,10.9400,10.9000,3253237
258,2018-01-22,sz.300034,10.9000,11.0700,4366766
259,2018-01-23,sz.300034,11.0700,11.1000,3263049
260,2018-01-24,sz.300034,11.1400,11.2700,5779643
261,2018-01-25,sz.300034,11.2300,11.2800,6518889
262,2018-01-26,sz.300034,11.2700,11.1800,3010187
263,2018-01-29,sz.300034,11.1200,11.0600,3421534
264,2018-01-30,sz.300034,11.0100,11.1300,2381765
265,2018-01-31,sz.300034,11.0500,10.3000,6102294
266,2018-02-01,sz.300034,10.3100,9.7700,4772018
267,2018-02-02,sz.300034,9.7700,9.9200,2923748
268,2018-02-05,sz.300034,9.7000,9.7200,2337766
269,2018-02-06,sz.300034,9.4200,8.7500,8020721
270,2018-02-07,sz.300034,8.8700,8.6200,7408867
271,2018-02-08,sz.300034,8.5700,8.7000,5088607
272,2018-02-09,sz.300034,8.3500,8.2600,5938735
273,2018-02-12,sz.300034,8.4900,8.6700,4370652
274,2018-02-13,sz.300034,8.7600,8.5900,4044171
275,2018-02-14,sz.300034,8.5700,8.6800,3515749
276,2018-02-22,sz.300034,8.7700,8.8900,4196838
277,2018-02-23,sz.300034,8.9200,8.9200,3711977
278,2018-02-26,sz.300034,9.0000,9.2200,4201239
279,2018-02-27,sz.300034,9.2300,9.4900,7822686
280,2018-02-28,sz.300034,9.3400,9.6900,8102707
281,2018-03-01,sz.300034,9.6000,10.2800,9982902
282,2018-03-02,sz.300034,10.2000,10.1100,8206273
283,2018-03-05,sz.300034,10.1800,10.1800,4300582
284,2018-03-06,sz.300034,10.1500,10.4600,10264326
285,2018-03-07,sz.300034,10.3800,10.1600,6346725
286,2018-03-08,sz.300034,10.1500,10.1500,3619044
287,2018-03-09,sz.300034,10.1500,10.5100,10890608
288,2018-03-12,sz.300034,10.5300,10.7500,7971855
289,2018-03-13,sz.300034,10.6700,10.9200,9888072
290,2018-03-14,sz.300034,10.9400,10.5700,6364779
291,2018-03-15,sz.300034,10.4700,10.5400,7567413
292,2018-03-16,sz.300034,10.4700,10.2700,5171755
293,2018-03-19,sz.300034,10.2200,10.2600,3958712
294,2018-03-20,sz.300034,10.1100,10.9000,11306476
295,2018-03-21,sz.300034,10.8500,11.1900,17806165
296,2018-03-22,sz.300034,11.1000,11.1200,8627348
297,2018-03-23,sz.300034,10.8500,10.1800,11055236
298,2018-03-26,sz.300034,10.2500,11.2000,11849751
299,2018-03-27,sz.300034,12.2000,12.3200,10933672
300,2018-03-28,sz.300034,13.3800,12.5700,53659607
301,2018-03-29,sz.300034,12.7000,12.1900,31529561
302,2018-03-30,sz.300034,12.2300,12.3000,25975363
303,2018-04-02,sz.300034,12.3500,12.6900,26417891
304,2018-04-03,sz.300034,12.2600,12.1100,16840014
305,2018-04-04,sz.300034,12.3000,12.2600,22101778
306,2018-04-09,sz.300034,12.0600,12.3200,16474992
307,2018-04-10,sz.300034,12.2800,11.5500,20120950
308,2018-04-11,sz.300034,11.5600,11.6600,10431289
309,2018-04-12,sz.300034,11.5900,11.3000,10114236
310,2018-04-13,sz.300034,11.4500,11.3000,9316798
311,2018-04-16,sz.300034,11.2700,11.3300,5737215
312,2018-04-17,sz.300034,11.3500,11.1500,9471625
313,2018-04-18,sz.300034,11.2900,11.4900,10056307
314,2018-04-19,sz.300034,11.5200,11.9800,17649059
315,2018-04-20,sz.300034,11.8000,11.4900,11303132
316,2018-04-23,sz.300034,11.4800,11.1500,7552497
317,2018-04-24,sz.300034,11.1900,11.5000,5890493
318,2018-04-25,sz.300034,11.5000,11.7100,9528302
319,2018-04-26,sz.300034,11.7300,11.6300,12186557
320,2018-04-27,sz.300034,11.6900,11.4400,6817844
321,2018-05-02,sz.300034,11.5000,11.3800,4683452
322,2018-05-03,sz.300034,11.3000,11.4700,5187454
323,2018-05-04,sz.300034,11.3800,11.6700,9287759
324,2018-05-07,sz.300034,11.6300,11.9400,11138884
325,2018-05-08,sz.300034,12.0000,11.8700,11002946
326,2018-05-09,sz.300034,11.9000,12.1700,11859175
327,2018-05-10,sz.300034,12.1800,12.1000,7132979
328,2018-05-11,sz.300034,12.1200,11.6800,7007849
329,2018-05-14,sz.300034,11.7100,11.4300,6555625
330,2018-05-15,sz.300034,11.3100,11.5300,3652614
331,2018-05-16,sz.300034,11.4800,11.2000,4091450
332,2018-05-17,sz.300034,11.3000,11.1700,4303389
333,2018-05-18,sz.300034,11.1900,11.3300,3242645
334,2018-05-21,sz.300034,11.3700,11.6600,6187507
335,2018-05-22,sz.300034,11.6700,11.8100,5435802
336,2018-05-23,sz.300034,11.7900,11.7900,7666561
337,2018-05-24,sz.300034,11.7100,11.6500,3309903
338,2018-05-25,sz.300034,11.6600,11.4200,5247184
339,2018-05-28,sz.300034,11.3900,11.4100,4493041
340,2018-05-29,sz.300034,11.4100,11.2000,3955192
341,2018-05-30,sz.300034,11.1500,10.2100,6342548
342,2018-05-31,sz.300034,10.4500,10.6800,5463071
343,2018-06-01,sz.300034,10.6000,10.5800,4064726
344,2018-06-04,sz.300034,10.5900,10.5900,2031352
345,2018-06-05,sz.300034,10.6600,10.7900,2765711
346,2018-06-06,sz.300034,10.8000,10.7300,2647720
347,2018-06-07,sz.300034,10.8600,10.4600,2402186
348,2018-06-08,sz.300034,10.4200,10.4500,2655538
349,2018-06-11,sz.300034,10.2600,10.1000,3321250
350,2018-06-12,sz.300034,10.1000,10.3500,2160646
351,2018-06-13,sz.300034,10.3300,10.2000,2156019
352,2018-06-14,sz.300034,10.1500,10.0400,2955260
353,2018-06-15,sz.300034,10.0700,9.7300,4101177
354,2018-06-19,sz.300034,9.7000,8.7600,5755283
355,2018-06-20,sz.300034,8.7100,8.9600,4623071
356,2018-06-21,sz.300034,9.0000,8.7500,4511382
357,2018-06-22,sz.300034,8.6500,8.9900,3827333
358,2018-06-25,sz.300034,9.0100,8.8700,3243334
359,2018-06-26,sz.300034,8.6500,9.0900,3005671
360,2018-06-27,sz.300034,9.0300,9.1200,2657698
361,2018-06-28,sz.300034,9.1600,9.0600,2913746
362,2018-06-29,sz.300034,9.0800,9.3600,3658748
363,2018-07-02,sz.300034,9.3900,9.2600,3365348
364,2018-07-03,sz.300034,9.2600,9.6100,5051150
365,2018-07-04,sz.300034,9.6300,9.4300,4679330
366,2018-07-05,sz.300034,9.4000,9.1500,3138244
367,2018-07-06,sz.300034,9.1900,9.3500,4462174
368,2018-07-09,sz.300034,9.3700,9.5100,3985997
369,2018-07-10,sz.300034,9.5600,9.5900,3471981
370,2018-07-11,sz.300034,9.4600,9.2200,4029670
371,2018-07-12,sz.300034,9.2800,9.5300,3433104
372,2018-07-13,sz.300034,9.6000,9.5100,3071082
373,2018-07-16,sz.300034,9.5800,9.7200,4799361
374,2018-07-17,sz.300034,9.6500,9.8700,3679373
375,2018-07-18,sz.300034,9.8700,9.7000,4241824
376,2018-07-19,sz.300034,9.7500,9.5900,2841756
377,2018-07-20,sz.300034,9.6000,9.7400,3011975
378,2018-07-23,sz.300034,9.7500,9.9900,5666634
379,2018-07-24,sz.300034,9.9800,10.0800,4544312
380,2018-07-25,sz.300034,10.1200,10.1500,4588000
381,2018-07-26,sz.300034,10.3000,10.1700,3764210
382,2018-07-27,sz.300034,10.1900,10.1100,3695875
383,2018-07-30,sz.300034,10.1900,10.3800,6905035
384,2018-07-31,sz.300034,10.4500,10.2700,4494826
385,2018-08-01,sz.300034,10.2700,10.0000,4690166
386,2018-08-02,sz.300034,9.9300,9.7300,4373225
387,2018-08-03,sz.300034,9.7000,9.4800,2308644
388,2018-08-06,sz.300034,9.4100,9.6200,4122776
389,2018-08-07,sz.300034,9.6500,9.9200,3913453
390,2018-08-08,sz.300034,9.8900,9.8700,3712424
391,2018-08-09,sz.300034,9.8500,10.1300,4815832
392,2018-08-10,sz.300034,10.1400,10.1000,4430408
393,2018-08-13,sz.300034,10.0100,10.2100,4325492
394,2018-08-14,sz.300034,10.2100,10.1200,2985807
395,2018-08-15,sz.300034,10.1100,10.0900,2980010
396,2018-08-16,sz.300034,10.1600,11.1000,18168910
397,2018-08-17,sz.300034,11.0900,10.7500,13021560
398,2018-08-20,sz.300034,10.7400,10.7000,10149572
399,2018-08-21,sz.300034,10.5200,10.7700,8600681
400,2018-08-22,sz.300034,10.6800,10.5800,4846297
401,2018-08-23,sz.300034,10.6600,10.7400,6345046
402,2018-08-24,sz.300034,10.7400,10.3700,6325351
403,2018-08-27,sz.300034,10.3000,10.5100,6456477
404,2018-08-28,sz.300034,10.5900,10.8800,11217206
405,2018-08-29,sz.300034,10.7700,10.6500,6549545
406,2018-08-30,sz.300034,10.6100,10.3800,5503242
407,2018-08-31,sz.300034,10.3800,10.0000,6095898
408,2018-09-03,sz.300034,10.0700,10.3100,5011918
409,2018-09-04,sz.300034,10.2700,10.5400,6677294
410,2018-09-05,sz.300034,10.4600,10.3600,6140902
411,2018-09-06,sz.300034,10.2800,10.6900,7513080
412,2018-09-07,sz.300034,10.6600,10.5500,6300292
413,2018-09-10,sz.300034,10.5300,10.0000,6944902
414,2018-09-11,sz.300034,9.9100,10.2800,5730022
415,2018-09-12,sz.300034,10.2500,10.3200,4471612
416,2018-09-13,sz.300034,10.3300,10.7200,6338842
417,2018-09-14,sz.300034,10.7600,10.6500,6839691
418,2018-09-17,sz.300034,10.6700,10.4400,6113146
419,2018-09-18,sz.300034,10.3500,10.9200,8674356
420,2018-09-19,sz.300034,10.8600,11.0900,10813543
421,2018-09-20,sz.300034,11.0100,10.7700,8603502
422,2018-09-21,sz.300034,10.8000,10.8900,6058833
423,2018-09-25,sz.300034,10.8100,10.9900,6309783
424,2018-09-26,sz.300034,11.0500,10.9000,5557915
425,2018-09-27,sz.300034,10.9000,10.9000,0
426,2018-09-28,sz.300034,10.9000,10.9000,0
427,2018-10-08,sz.300034,10.9000,10.9000,0
428,2018-10-09,sz.300034,10.5000,10.1300,8261292
429,2018-10-10,sz.300034,10.0700,10.1500,3551133
430,2018-10-11,sz.300034,9.6600,9.1400,6928730
431,2018-10-12,sz.300034,9.0200,9.1800,4528904
432,2018-10-15,sz.300034,9.1800,9.0800,2435172
433,2018-10-16,sz.300034,9.1100,9.3000,4790019
434,2018-10-17,sz.300034,9.4000,9.3400,3404134
435,2018-10-18,sz.300034,9.2700,9.0300,3370672
436,2018-10-19,sz.300034,8.9200,9.2600,4235155
437,2018-10-22,sz.300034,9.2900,9.6700,7793810
438,2018-10-23,sz.300034,9.6100,9.4800,3968134
439,2018-10-24,sz.300034,9.3800,9.4900,3109517
440,2018-10-25,sz.300034,9.1500,9.3700,3091786
441,2018-10-26,sz.300034,9.4100,9.4400,2570407
442,2018-10-29,sz.300034,9.4300,9.3500,2177892
443,2018-10-30,sz.300034,9.4200,9.4100,3109004
444,2018-10-31,sz.300034,9.4300,9.4600,3081812
445,2018-11-01,sz.300034,9.4300,9.5500,4670417
446,2018-11-02,sz.300034,9.6300,9.7300,4756029
447,2018-11-05,sz.300034,9.7400,9.9400,6320158
448,2018-11-06,sz.300034,9.9300,9.8100,3436707
449,2018-11-07,sz.300034,9.8500,9.7300,3189133
450,2018-11-08,sz.300034,9.7700,9.6300,3274988
451,2018-11-09,sz.300034,9.6300,9.8400,4776982
452,2018-11-12,sz.300034,9.7900,10.0100,4912375
453,2018-11-13,sz.300034,9.9000,10.1500,5117346
454,2018-11-14,sz.300034,10.1400,10.1100,4720578
455,2018-11-15,sz.300034,10.1200,10.2800,3949374
456,2018-11-16,sz.300034,10.3800,10.2600,4549308
457,2018-11-19,sz.300034,10.2500,10.4300,4168370
458,2018-11-20,sz.300034,10.3700,10.0300,7216156
459,2018-11-21,sz.300034,9.9700,10.4200,6931000
460,2018-11-22,sz.300034,10.4400,10.2300,5155658
461,2018-11-23,sz.300034,10.2300,9.9900,4796557
462,2018-11-26,sz.300034,9.9400,9.8200,4116436
463,2018-11-27,sz.300034,9.8200,9.9900,2823146
464,2018-11-28,sz.300034,9.9900,10.1200,3881309
465,2018-11-29,sz.300034,10.2000,9.9500,2710495
466,2018-11-30,sz.300034,9.9500,9.7800,4220241
467,2018-12-03,sz.300034,10.0000,10.2300,5291275
468,2018-12-04,sz.300034,10.2500,10.3200,3766728
469,2018-12-05,sz.300034,10.2100,10.2900,3943022
470,2018-12-06,sz.300034,10.2500,10.2700,4310910
471,2018-12-07,sz.300034,10.2200,10.4200,5190034
472,2018-12-10,sz.300034,10.3900,10.2400,3067431
473,2018-12-11,sz.300034,10.2100,10.2400,2131172
474,2018-12-12,sz.300034,10.2000,10.1400,2819342
475,2018-12-13,sz.300034,10.2000,10.2800,3517082
476,2018-12-14,sz.300034,10.2900,9.7800,5378768
477,2018-12-17,sz.300034,9.7000,9.0900,10348865
478,2018-12-18,sz.300034,9.1500,9.2600,6172686
479,2018-12-19,sz.300034,9.1500,9.0400,4039400
480,2018-12-20,sz.300034,9.0200,9.1000,3979137
481,2018-12-21,sz.300034,9.0800,9.0400,3373903
482,2018-12-24,sz.300034,9.0600,9.0900,3471586
483,2018-12-25,sz.300034,9.0200,8.9000,5247389
484,2018-12-26,sz.300034,8.9000,8.8300,2510647
485,2018-12-27,sz.300034,8.9500,8.8300,3264676
486,2018-12-28,sz.300034,8.8300,8.6000,3975467
