,date,code,open,close,high,low,volume
0,2017-01-03,sz.002026,11.6000,11.6600,11.7600,11.5000,4058488
1,2017-01-04,sz.002026,11.6900,11.6400,11.6900,11.5200,4891495
2,2017-01-05,sz.002026,11.6400,11.6300,11.7300,11.5800,2980342
3,2017-01-06,sz.002026,11.6300,11.4900,11.6600,11.4800,3533687
4,2017-01-09,sz.002026,11.4900,11.6400,11.6900,11.4700,4090535
5,2017-01-10,sz.002026,11.6600,11.6800,11.9300,11.5900,3817450
6,2017-01-11,sz.002026,11.6500,11.4600,11.7700,11.4300,2607219
7,2017-01-12,sz.002026,11.4000,11.2500,11.5300,11.2400,2167711
8,2017-01-13,sz.002026,11.2500,11.2500,11.4700,11.1800,2843804
9,2017-01-16,sz.002026,11.2200,11.0800,11.2600,10.6700,4240453
10,2017-01-17,sz.002026,11.0100,10.8700,11.0500,10.4000,3993726
11,2017-01-18,sz.002026,10.8700,10.6100,10.9100,10.5000,4276206
12,2017-01-19,sz.002026,10.6000,10.6100,10.6400,10.5200,2477618
13,2017-01-20,sz.002026,10.6500,10.7100,10.7700,10.5800,2627889
14,2017-01-23,sz.002026,10.7500,10.7800,10.8400,10.6800,3612697
15,2017-01-24,sz.002026,10.7600,10.6900,10.7800,10.6400,2192962
16,2017-01-25,sz.002026,10.6900,10.7300,10.7900,10.6300,1773747
17,2017-01-26,sz.002026,10.8000,10.7700,10.8100,10.7300,1814191
18,2017-02-03,sz.002026,10.7100,10.8800,11.0100,10.7100,4361824
19,2017-02-06,sz.002026,10.8800,11.0200,11.0400,10.7500,5960915
20,2017-02-07,sz.002026,10.9500,10.9700,11.0500,10.8500,3735718
21,2017-02-08,sz.002026,10.9600,11.0400,11.0700,10.9000,4233808
22,2017-02-09,sz.002026,11.0400,11.2000,11.2400,10.9900,3936051
23,2017-02-10,sz.002026,11.1900,11.3400,11.4200,11.1900,4144099
24,2017-02-13,sz.002026,11.2300,11.2400,11.3900,11.1900,3443668
25,2017-02-14,sz.002026,11.2600,11.1700,11.3100,11.1500,2654164
26,2017-02-15,sz.002026,11.1600,11.1000,11.2700,11.0700,1850041
27,2017-02-16,sz.002026,11.0500,11.1300,11.1600,11.0500,2163989
28,2017-02-17,sz.002026,11.1300,10.9500,11.1500,10.8900,2836544
29,2017-02-20,sz.002026,10.9300,10.9900,11.0100,10.8000,4435083
30,2017-02-21,sz.002026,10.9500,11.1000,11.1900,10.9300,4006444
31,2017-02-22,sz.002026,11.1300,11.2200,11.2500,11.0300,5655482
32,2017-02-23,sz.002026,11.2000,11.1300,11.2200,11.0500,3124938
33,2017-02-24,sz.002026,11.0200,11.2900,11.3400,11.0200,4932922
34,2017-02-27,sz.002026,11.2300,11.1000,11.3000,11.1000,4321799
35,2017-02-28,sz.002026,11.1200,11.2300,11.4000,11.0900,5069709
36,2017-03-01,sz.002026,11.2300,11.1700,11.2500,11.1200,6513067
37,2017-03-02,sz.002026,11.2200,11.0600,11.2200,11.0200,3531661
38,2017-03-03,sz.002026,11.0800,10.9000,11.1000,10.8500,6019239
39,2017-03-06,sz.002026,10.8900,11.0700,11.1200,10.8800,8021161
40,2017-03-07,sz.002026,11.0600,11.1200,11.1800,11.0400,5475935
41,2017-03-08,sz.002026,11.1200,11.3500,11.3500,11.0400,9829021
42,2017-03-09,sz.002026,11.2600,11.4400,11.9800,11.0800,20315468
43,2017-03-10,sz.002026,11.2500,11.1900,11.4200,11.1500,9885554
44,2017-03-13,sz.002026,11.2000,11.1300,11.2400,10.9900,7440166
45,2017-03-14,sz.002026,11.1000,11.1100,11.2000,11.1000,5332148
46,2017-03-15,sz.002026,11.1300,11.0200,11.1300,11.0000,4872555
47,2017-03-16,sz.002026,11.0600,11.1900,11.2400,11.0400,5825730
48,2017-03-17,sz.002026,11.2100,11.1300,11.3200,11.1100,5870038
49,2017-03-20,sz.002026,11.1200,11.1200,11.1800,11.0000,4858706
50,2017-03-21,sz.002026,11.1100,11.1000,11.1300,11.0500,3252969
51,2017-03-22,sz.002026,11.0400,10.8900,11.0900,10.8700,6345733
52,2017-03-23,sz.002026,10.9000,10.8800,10.9400,10.6100,6751531
53,2017-03-24,sz.002026,10.8300,10.8500,10.9100,10.7300,4032408
54,2017-03-27,sz.002026,10.8400,10.8300,10.8700,10.6800,4843390
55,2017-03-28,sz.002026,10.9000,10.9300,11.0200,10.8800,7254954
56,2017-03-29,sz.002026,10.8900,10.8500,11.0800,10.8300,6299314
57,2017-03-30,sz.002026,10.8400,10.6100,10.8800,10.6100,4134360
58,2017-03-31,sz.002026,10.6300,10.5900,10.7200,10.5200,3500829
59,2017-04-05,sz.002026,10.6900,10.8000,10.8300,10.5800,5043172
60,2017-04-06,sz.002026,10.7900,10.8000,10.8500,10.7400,4405282
61,2017-04-07,sz.002026,10.7900,10.8100,10.8800,10.7600,4475180
62,2017-04-10,sz.002026,10.7900,10.7700,10.8600,10.7600,3877055
63,2017-04-11,sz.002026,10.7100,10.8600,10.8800,10.6000,3597447
64,2017-04-12,sz.002026,10.7900,10.8200,10.9300,10.7900,3539294
65,2017-04-13,sz.002026,10.8200,10.8800,10.9200,10.7800,2677837
66,2017-04-14,sz.002026,10.8700,10.6000,10.8700,10.5700,4633778
67,2017-04-17,sz.002026,10.6000,10.3900,10.6500,10.3300,3778649
68,2017-04-18,sz.002026,10.4000,10.3800,10.4700,10.3400,2912994
69,2017-04-19,sz.002026,10.3800,10.1000,10.3800,9.9600,4962509
70,2017-04-20,sz.002026,10.0900,9.9700,10.1500,9.9200,3241836
71,2017-04-21,sz.002026,9.9700,9.7700,10.0500,9.7600,3873801
72,2017-04-24,sz.002026,9.7700,9.5600,9.7700,9.5500,3441122
73,2017-04-25,sz.002026,9.5700,9.6300,9.7700,9.5700,3520059
74,2017-04-26,sz.002026,9.6400,10.0000,10.1600,9.6000,7445085
75,2017-04-27,sz.002026,9.9700,9.9000,10.0100,9.6800,5143583
76,2017-04-28,sz.002026,9.8700,10.1300,10.1900,9.8600,4836209
77,2017-05-02,sz.002026,10.0800,10.1400,10.1700,10.0100,4115740
78,2017-05-03,sz.002026,10.1600,10.3000,10.3200,10.0900,5780216
79,2017-05-04,sz.002026,10.3200,10.4600,10.4800,10.2000,5817746
80,2017-05-05,sz.002026,10.4400,10.3200,10.6300,10.1700,4710687
81,2017-05-08,sz.002026,10.2200,10.3600,10.3800,10.2000,2839211
82,2017-05-09,sz.002026,10.2600,10.5400,10.6600,10.2500,3757893
83,2017-05-10,sz.002026,10.5600,11.0200,11.5900,10.4800,43055611
84,2017-05-11,sz.002026,10.8200,10.7900,10.9800,10.3800,12850628
85,2017-05-12,sz.002026,10.8000,10.7500,11.0000,10.7100,14192265
86,2017-05-15,sz.002026,10.7000,10.4500,10.8100,10.3200,14151475
87,2017-05-16,sz.002026,10.3800,10.6000,10.6500,10.3200,15104458
88,2017-05-17,sz.002026,10.6300,10.9900,11.1600,10.5500,32184092
89,2017-05-18,sz.002026,10.9200,10.9500,11.1000,10.8100,18735979
90,2017-05-19,sz.002026,10.9600,10.9900,11.0600,10.8200,24000910
91,2017-05-22,sz.002026,11.0000,11.0300,11.3600,10.7000,33869038
92,2017-05-23,sz.002026,10.8700,10.7000,11.0300,10.0600,23508111
93,2017-05-24,sz.002026,10.6100,10.6700,10.7300,10.2100,14834738
94,2017-05-25,sz.002026,10.5800,10.7200,10.8900,10.5100,21198383
95,2017-05-26,sz.002026,10.7200,10.4400,10.8900,10.3200,24317366
96,2017-05-31,sz.002026,10.6800,9.9300,10.6800,9.6100,22399449
97,2017-06-01,sz.002026,9.7600,9.0000,9.9200,8.9500,19365703
98,2017-06-02,sz.002026,9.0000,8.9900,9.2000,8.4900,13035861
99,2017-06-05,sz.002026,8.8800,8.9900,9.0700,8.8400,5198389
100,2017-06-06,sz.002026,8.9500,8.9300,9.0100,8.8600,4832198
101,2017-06-07,sz.002026,8.9500,9.2200,9.3500,8.9200,7019411
102,2017-06-08,sz.002026,9.2300,9.2400,9.4400,9.2000,6376495
103,2017-06-09,sz.002026,9.2100,9.1500,9.2100,9.0600,5000237
104,2017-06-12,sz.002026,9.0700,8.8800,9.0900,8.8300,5380267
105,2017-06-13,sz.002026,8.8000,8.9900,9.0100,8.8000,5574255
106,2017-06-14,sz.002026,8.9300,8.9000,8.9400,8.8600,4226806
107,2017-06-15,sz.002026,8.9000,9.0300,9.0800,8.8700,6438870
108,2017-06-16,sz.002026,9.0100,8.9800,9.0400,8.9500,3644393
109,2017-06-19,sz.002026,8.9700,9.1000,9.1200,8.9500,4404815
110,2017-06-20,sz.002026,9.1100,9.1300,9.1800,9.0900,4992374
111,2017-06-21,sz.002026,9.1300,9.1200,9.1700,9.0500,4200482
112,2017-06-22,sz.002026,9.1200,8.8800,9.1600,8.8700,8733012
113,2017-06-23,sz.002026,8.8300,8.8900,8.9800,8.7500,5352350
114,2017-06-26,sz.002026,8.8900,9.0200,9.0400,8.8500,5028657
115,2017-06-27,sz.002026,9.0200,9.0300,9.0600,8.9700,3603063
116,2017-06-28,sz.002026,8.9800,8.9400,9.0300,8.9200,3699097
117,2017-06-29,sz.002026,8.9400,8.9600,9.0200,8.9300,3798276
118,2017-06-30,sz.002026,8.9300,9.0700,9.0800,8.9100,4427443
119,2017-07-03,sz.002026,9.0700,9.1500,9.1600,9.0400,4755495
120,2017-07-04,sz.002026,9.1300,9.0900,9.1600,9.0400,4122071
121,2017-07-05,sz.002026,9.0900,9.1400,9.1400,9.0100,4724683
122,2017-07-06,sz.002026,9.1300,9.1500,9.1600,9.0500,4099221
123,2017-07-07,sz.002026,9.1300,9.1700,9.1700,9.1000,4318155
124,2017-07-10,sz.002026,9.1400,9.0500,9.1800,8.9900,8353438
125,2017-07-11,sz.002026,9.0300,9.0400,9.1100,9.0000,5654924
126,2017-07-12,sz.002026,9.0300,8.8600,9.0500,8.7700,9066834
127,2017-07-13,sz.002026,8.8200,8.8500,8.9200,8.7800,4518626
128,2017-07-14,sz.002026,8.8400,8.8300,8.8700,8.7700,3132298
129,2017-07-17,sz.002026,8.7900,8.2100,8.8200,8.2100,8823986
130,2017-07-18,sz.002026,8.1100,8.3300,8.4200,8.1100,4531329
131,2017-07-19,sz.002026,8.3000,8.4400,8.4600,8.2300,3904642
132,2017-07-20,sz.002026,8.4500,8.4700,8.5900,8.4200,3323117
133,2017-07-21,sz.002026,8.5000,8.5200,8.6400,8.4900,3695775
134,2017-07-24,sz.002026,8.5200,8.5200,8.5200,8.5200,0
135,2017-07-25,sz.002026,8.5200,8.5200,8.5200,8.5200,0
136,2017-07-26,sz.002026,8.5200,8.5200,8.5200,8.5200,0
