,date,code,open,close,volume
0,2017-01-03,sz.300097,55.8500,55.0000,1139050
1,2017-01-04,sz.300097,54.7100,55.9000,1115832
2,2017-01-05,sz.300097,56.2300,56.8100,1202709
3,2017-01-06,sz.300097,56.4000,56.4500,706588
4,2017-01-09,sz.300097,56.3800,57.0100,746446
5,2017-01-10,sz.300097,56.9600,56.9700,904506
6,2017-01-11,sz.300097,57.1600,55.5200,765090
7,2017-01-12,sz.300097,55.2800,55.3300,477837
8,2017-01-13,sz.300097,55.3500,53.0500,1013079
9,2017-01-16,sz.300097,53.0000,51.4800,1416501
10,2017-01-17,sz.300097,51.4800,52.2500,766514
11,2017-01-18,sz.300097,52.2500,52.1500,459374
12,2017-01-19,sz.300097,52.0000,52.0000,368714
13,2017-01-20,sz.300097,52.0100,53.2400,742453
14,2017-01-23,sz.300097,54.6600,53.9700,790072
15,2017-01-24,sz.300097,53.9500,52.5000,1173432
16,2017-01-25,sz.300097,52.0800,53.8400,549352
17,2017-01-26,sz.300097,54.2500,54.3400,274651
18,2017-02-03,sz.300097,54.1500,57.8000,939296
19,2017-02-06,sz.300097,57.7000,57.4500,792794
20,2017-02-07,sz.300097,57.9000,57.2000,539730
21,2017-02-08,sz.300097,57.2000,57.0900,886923
22,2017-02-09,sz.300097,56.8100,57.4900,1075374
23,2017-02-10,sz.300097,58.1000,58.2900,2839044
24,2017-02-13,sz.300097,59.2500,56.9800,2019748
25,2017-02-14,sz.300097,56.9100,56.1600,1328577
26,2017-02-15,sz.300097,56.0500,55.2000,1717975
27,2017-02-16,sz.300097,55.1700,55.9500,1030712
28,2017-02-17,sz.300097,56.2700,54.9400,704971
29,2017-02-20,sz.300097,54.9400,55.2300,1200462
30,2017-02-21,sz.300097,55.3100,54.9000,1201705
31,2017-02-22,sz.300097,54.9000,55.7800,786922
32,2017-02-23,sz.300097,55.8200,55.1800,803342
33,2017-02-24,sz.300097,55.0100,54.1000,1156109
34,2017-02-27,sz.300097,53.9000,54.0000,817812
35,2017-02-28,sz.300097,54.0100,54.5000,638699
36,2017-03-01,sz.300097,54.7600,53.9200,739500
37,2017-03-02,sz.300097,53.9000,56.4100,2651339
38,2017-03-03,sz.300097,56.5000,57.7600,2179360
39,2017-03-06,sz.300097,57.7600,59.2900,2799972
40,2017-03-07,sz.300097,59.0300,58.7200,1501809
41,2017-03-08,sz.300097,58.2900,58.2500,904131
42,2017-03-09,sz.300097,58.2900,58.8300,1198959
43,2017-03-10,sz.300097,58.7900,59.0100,1011280
44,2017-03-13,sz.300097,58.9900,58.7900,1146068
45,2017-03-14,sz.300097,58.8300,57.8300,1075931
46,2017-03-15,sz.300097,57.8300,57.0500,1058969
47,2017-03-16,sz.300097,57.4900,57.9900,1005728
48,2017-03-17,sz.300097,57.9900,59.6100,2160881
49,2017-03-20,sz.300097,59.1800,60.7000,1592147
50,2017-03-21,sz.300097,60.4800,60.0400,880377
51,2017-03-22,sz.300097,59.7900,62.0100,2133294
