,date,code,open,close,volume
0,2018-06-08,sh.601138,16.5200,19.8300,1672614
1,2018-06-11,sh.601138,21.8100,21.8100,1932286
2,2018-06-12,sh.601138,23.9900,23.9900,14492391
3,2018-06-13,sh.601138,24.5500,25.7200,633217104
4,2018-06-14,sh.601138,24.5100,23.2900,347782112
5,2018-06-15,sh.601138,22.6000,22.5800,213870016
6,2018-06-19,sh.601138,21.8300,20.3200,209967713
7,2018-06-20,sh.601138,19.8000,19.8600,198271914
8,2018-06-21,sh.601138,19.6000,18.1700,197849535
9,2018-06-22,sh.601138,17.7000,18.7200,175575007
10,2018-06-25,sh.601138,18.6200,18.2100,115443049
11,2018-06-26,sh.601138,17.7400,18.5300,113725844
12,2018-06-27,sh.601138,18.5000,18.2700,97039103
13,2018-06-28,sh.601138,18.2200,17.8900,86399084
14,2018-06-29,sh.601138,17.9500,18.4400,127800363
15,2018-07-02,sh.601138,18.2000,17.5900,121806604
16,2018-07-03,sh.601138,17.5400,17.9000,89742495
17,2018-07-04,sh.601138,17.7000,17.1700,80724110
18,2018-07-05,sh.601138,17.0000,16.9600,91199252
19,2018-07-06,sh.601138,16.9100,17.2300,105690560
20,2018-07-09,sh.601138,17.2300,17.4700,80084021
21,2018-07-10,sh.601138,17.5100,17.3500,65616875
22,2018-07-11,sh.601138,16.9500,16.6500,79234984
23,2018-07-12,sh.601138,16.6500,17.9600,179476511
24,2018-07-13,sh.601138,17.7000,17.6200,99440876
25,2018-07-16,sh.601138,17.6200,17.8400,91002211
26,2018-07-17,sh.601138,17.8400,17.6900,61176816
27,2018-07-18,sh.601138,17.6900,17.2100,62140093
28,2018-07-19,sh.601138,17.1800,16.9300,52695296
29,2018-07-20,sh.601138,16.9100,17.3000,71270453
30,2018-07-23,sh.601138,17.1100,17.2500,48368564
31,2018-07-24,sh.601138,17.2300,18.0600,125054476
32,2018-07-25,sh.601138,18.0000,17.7100,85980738
33,2018-07-26,sh.601138,17.6600,17.7600,66539746
34,2018-07-27,sh.601138,17.6800,17.2900,54516175
35,2018-07-30,sh.601138,17.2000,17.1400,36771092
36,2018-07-31,sh.601138,17.1900,17.1700,29162201
37,2018-08-01,sh.601138,17.2500,16.9800,45200663
38,2018-08-02,sh.601138,16.9000,16.2400,68910577
39,2018-08-03,sh.601138,16.2700,15.8100,51818003
40,2018-08-06,sh.601138,15.7700,15.1400,49149378
41,2018-08-07,sh.601138,15.2000,15.5500,45278678
42,2018-08-08,sh.601138,15.4100,15.0100,46605307
43,2018-08-09,sh.601138,14.9900,15.4200,61822492
44,2018-08-10,sh.601138,15.3200,15.4700,36117070
45,2018-08-13,sh.601138,15.1900,15.7200,52992504
46,2018-08-14,sh.601138,15.7300,15.5100,44634477
47,2018-08-15,sh.601138,15.3900,15.0600,40808623
48,2018-08-16,sh.601138,14.8500,14.8900,34594813
49,2018-08-17,sh.601138,15.0900,14.6300,32110673
50,2018-08-20,sh.601138,14.6500,14.9200,35590839
51,2018-08-21,sh.601138,14.9000,15.0200,35059990
52,2018-08-22,sh.601138,14.9900,14.7400,27760231
53,2018-08-23,sh.601138,14.7700,15.1300,48348554
54,2018-08-24,sh.601138,15.0400,14.9900,25449258
55,2018-08-27,sh.601138,15.0000,15.3100,54095468
56,2018-08-28,sh.601138,15.3100,15.3200,31555827
57,2018-08-29,sh.601138,15.3500,15.1100,29797605
58,2018-08-30,sh.601138,15.1300,14.8000,29261454
59,2018-08-31,sh.601138,14.7500,14.7900,20320097
60,2018-09-03,sh.601138,14.7100,14.7000,22555766
61,2018-09-04,sh.601138,14.6900,14.9300,24088328
62,2018-09-05,sh.601138,14.8600,14.6300,23697402
63,2018-09-06,sh.601138,14.6100,15.0300,62592378
64,2018-09-07,sh.601138,15.0000,14.8900,36279607
65,2018-09-10,sh.601138,14.8000,14.6300,22616185
66,2018-09-11,sh.601138,14.6300,14.6900,20442007
67,2018-09-12,sh.601138,14.6800,14.7200,18113180
68,2018-09-13,sh.601138,14.8700,14.7900,26594098
69,2018-09-14,sh.601138,14.7900,14.6000,23302806
70,2018-09-17,sh.601138,14.5600,14.1700,26101621
