date,adjClose,adjHigh,adjLow,adjOpen,adjVolume,close,date,divCash,high,low,open,splitFactor,volume
2010-01-04T00:00:00.000Z,3.4597999199,3.516595541,3.4503339831,3.516595541,236020,7.31,2010-01-04T00:00:00.000Z,0.0,7.43,7.29,7.43,1.0,236020
2010-01-05T00:00:00.000Z,3.4313547797,3.4692658568,3.360407583,3.4597999199,155058,7.2499,2010-01-05T00:00:00.000Z,0.0,7.33,7.1,7.31,1.0,155058
2010-01-06T00:00:00.000Z,3.4363717262,3.4550669515,3.3888053935,3.4314021094,143698,7.2605,2010-01-06T00:00:00.000Z,0.0,7.3,7.16,7.25,1.0,143698
2010-01-07T00:00:00.000Z,3.4219361725,3.4456010146,3.4172032041,3.4219361725,73873,7.23,2010-01-07T00:00:00.000Z,0.0,7.28,7.22,7.23,1.0,73873
2010-01-08T00:00:00.000Z,3.4172032041,3.4408680462,3.3935383619,3.3935383619,96466,7.22,2010-01-08T00:00:00.000Z,0.0,7.27,7.17,7.17,1.0,96466
2010-01-11T00:00:00.000Z,3.4172032041,3.4172032041,3.4172032041,3.4172032041,41900,7.22,2010-01-11T00:00:00.000Z,0.0,7.22,7.22,7.22,1.0,41900
2010-01-12T00:00:00.000Z,3.4728155831,3.4899558848,3.4232991558,3.4232991558,54963,7.294,2010-01-12T00:00:00.000Z,0.0435,7.33,7.19,7.19,1.0,54963
2010-01-13T00:00:00.000Z,3.4756723001,3.4899558848,3.4566275203,3.4613887153,36205,7.3,2010-01-13T00:00:00.000Z,0.0,7.33,7.26,7.27,1.0,36205
2010-01-14T00:00:00.000Z,3.4756723001,3.4947170798,3.4614363272,3.4899558848,44268,7.3,2010-01-14T00:00:00.000Z,0.0,7.34,7.2701,7.33,1.0,44268
2010-01-15T00:00:00.000Z,3.4509140864,3.4899558848,3.4423439355,3.4613887153,51126,7.248,2010-01-15T00:00:00.000Z,0.0,7.33,7.23,7.27,1.0,51126
2010-01-19T00:00:00.000Z,3.4547230424,3.5042394696,3.4518663254,3.4518663254,57412,7.256,2010-01-19T00:00:00.000Z,0.0,7.36,7.25,7.25,1.0,57412
2010-01-20T00:00:00.000Z,3.4851946899,3.4994782747,3.4566275203,3.4756723001,145698,7.32,2010-01-20T00:00:00.000Z,0.0,7.35,7.26,7.3,1.0,145698
2010-01-21T00:00:00.000Z,3.5042394696,3.5042394696,3.480433495,3.4994782747,21900,7.36,2010-01-21T00:00:00.000Z,0.0,7.36,7.31,7.35,1.0,21900
2010-01-22T00:00:00.000Z,3.4994782747,3.5185230544,3.4899558848,3.4994782747,19500,7.35,2010-01-22T00:00:00.000Z,0.0,7.39,7.33,7.35,1.0,19500
2010-01-25T00:00:00.000Z,3.5185230544,3.5232842494,3.4949075276,3.5137618595,46970,7.39,2010-01-25T00:00:00.000Z,0.0,7.4,7.3404,7.38,1.0,46970
2010-01-26T00:00:00.000Z,3.5280454443,3.5375678342,3.5042394696,3.5090006646,72995,7.41,2010-01-26T00:00:00.000Z,0.0,7.43,7.36,7.37,1.0,72995
2010-01-27T00:00:00.000Z,3.5375678342,3.5504230605,3.5328066392,3.5375678342,86470,7.43,2010-01-27T00:00:00.000Z,0.0,7.457,7.42,7.43,1.0,86470
2010-01-28T00:00:00.000Z,3.5280454443,3.5661350038,3.5090006646,3.5137618595,66600,7.41,2010-01-28T00:00:00.000Z,0.0,7.49,7.37,7.38,1.0,66600
2010-01-29T00:00:00.000Z,3.5232842494,3.5661350038,3.5090006646,3.5661350038,107674,7.4,2010-01-29T00:00:00.000Z,0.0,7.49,7.37,7.49,1.0,107674
2010-02-01T00:00:00.000Z,3.4851946899,3.5232842494,3.475719912,3.4851946899,96248,7.32,2010-02-01T00:00:00.000Z,0.0,7.4,7.3001,7.32,1.0,96248
2010-02-02T00:00:00.000Z,3.547090224,3.5804185885,3.4899558848,3.4947170798,143640,7.45,2010-02-02T00:00:00.000Z,0.0,7.52,7.33,7.34,1.0,143640
2010-02-03T00:00:00.000Z,3.5851797835,3.6268402391,3.5375678342,3.547090224,139887,7.53,2010-02-03T00:00:00.000Z,0.0,7.6175,7.43,7.45,1.0,139887
